timestamp,ip,method,url,status,size,raw,parsed,request,potential_threats,message,level,Anomaly_Flag
09/May/2025:10:08:15 +0000,192.168.1.89,GET,/events/upcoming,200.0,7412.0,"192.168.1.89 - - [09/May/2025:10:08:15 +0000] ""GET /events/upcoming HTTP/1.1"" 200 7412",True,GET /events/upcoming HTTP/1.1,,GET /events/upcoming HTTP/1.1,INFO,0
09/May/2025:10:08:20 +0000,192.168.1.90,GET,/events/past,200.0,9630.0,"192.168.1.90 - - [09/May/2025:10:08:20 +0000] ""GET /events/past HTTP/1.1"" 200 9630",True,GET /events/past HTTP/1.1,,GET /events/past HTTP/1.1,INFO,0
09/May/2025:10:08:25 +0000,192.168.1.91,GET,/events/123,200.0,8521.0,"192.168.1.91 - - [09/May/2025:10:08:25 +0000] ""GET /events/123 HTTP/1.1"" 200 8521",True,GET /events/123 HTTP/1.1,,GET /events/123 HTTP/1.1,INFO,0
09/May/2025:10:08:30 +0000,192.168.1.92,POST,/events/rsvp,200.0,654.0,"192.168.1.92 - - [09/May/2025:10:08:30 +0000] ""POST /events/rsvp HTTP/1.1"" 200 654",True,POST /events/rsvp HTTP/1.1,,POST /events/rsvp HTTP/1.1,INFO,0
09/May/2025:10:08:35 +0000,192.168.1.93,GET,/team,200.0,987.0,"192.168.1.93 - - [09/May/2025:10:08:35 +0000] ""GET /team HTTP/1.1"" 200 987",True,GET /team HTTP/1.1,,GET /team HTTP/1.1,INFO,0
09/May/2025:10:08:40 +0000,192.168.1.94,GET,/careers,200.0,3210.0,"192.168.1.94 - - [09/May/2025:10:08:40 +0000] ""GET /careers HTTP/1.1"" 200 3210",True,GET /careers HTTP/1.1,,GET /careers HTTP/1.1,INFO,0
09/May/2025:10:08:45 +0000,192.168.1.95,GET,/jobs,200.0,1598.0,"192.168.1.95 - - [09/May/2025:10:08:45 +0000] ""GET /jobs HTTP/1.1"" 200 1598",True,GET /jobs HTTP/1.1,,GET /jobs HTTP/1.1,INFO,0
09/May/2025:10:08:50 +0000,192.168.1.96,GET,/jobs/engineer,200.0,5874.0,"192.168.1.96 - - [09/May/2025:10:08:50 +0000] ""GET /jobs/engineer HTTP/1.1"" 200 5874",True,GET /jobs/engineer HTTP/1.1,,GET /jobs/engineer HTTP/1.1,INFO,0
09/May/2025:10:08:55 +0000,192.168.1.97,POST,/apply/engineer,201.0,2659.0,"192.168.1.97 - - [09/May/2025:10:08:55 +0000] ""POST /apply/engineer HTTP/1.1"" 201 2659",True,POST /apply/engineer HTTP/1.1,,POST /apply/engineer HTTP/1.1,INFO,0
09/May/2025:10:09:00 +0000,192.168.1.98,GET,/partners,200.0,1478.0,"192.168.1.98 - - [09/May/2025:10:09:00 +0000] ""GET /partners HTTP/1.1"" 200 1478",True,GET /partners HTTP/1.1,,GET /partners HTTP/1.1,INFO,0
09/May/2025:10:09:05 +0000,192.168.1.99,GET,/affiliates,200.0,3698.0,"192.168.1.99 - - [09/May/2025:10:09:05 +0000] ""GET /affiliates HTTP/1.1"" 200 3698",True,GET /affiliates HTTP/1.1,,GET /affiliates HTTP/1.1,INFO,0
09/May/2025:10:09:10 +0000,192.168.1.100,GET,/legal/terms,200.0,7412.0,"192.168.1.100 - - [09/May/2025:10:09:10 +0000] ""GET /legal/terms HTTP/1.1"" 200 7412",True,GET /legal/terms HTTP/1.1,,GET /legal/terms HTTP/1.1,INFO,0
09/May/2025:10:09:15 +0000,192.168.1.101,GET,/legal/privacy,200.0,9630.0,"192.168.1.101 - - [09/May/2025:10:09:15 +0000] ""GET /legal/privacy HTTP/1.1"" 200 9630",True,GET /legal/privacy HTTP/1.1,,GET /legal/privacy HTTP/1.1,INFO,0
09/May/2025:10:09:20 +0000,192.168.1.102,GET,/security.txt,200.0,8521.0,"192.168.1.102 - - [09/May/2025:10:09:20 +0000] ""GET /security.txt HTTP/1.1"" 200 8521",True,GET /security.txt HTTP/1.1,,GET /security.txt HTTP/1.1,INFO,0
09/May/2025:10:09:25 +0000,192.168.1.103,GET,/.well-known/acme-challenge/abcdef123,200.0,654.0,"192.168.1.103 - - [09/May/2025:10:09:25 +0000] ""GET /.well-known/acme-challenge/abcdef123 HTTP/1.1"" 200 654",True,GET /.well-known/acme-challenge/abcdef123 HTTP/1.1,,GET /.well-known/acme-challenge/abcdef123 HTTP/1.1,INFO,0
09/May/2025:10:09:30 +0000,192.168.1.104,GET,/server-status,403.0,987.0,"192.168.1.104 - - [09/May/2025:10:09:30 +0000] ""GET /server-status HTTP/1.1"" 403 987",True,GET /server-status HTTP/1.1,,GET /server-status HTTP/1.1,INFO,1
09/May/2025:10:09:35 +0000,192.168.1.105,GET,/config.json,404.0,3210.0,"192.168.1.105 - - [09/May/2025:10:09:35 +0000] ""GET /config.json HTTP/1.1"" 404 3210",True,GET /config.json HTTP/1.1,,GET /config.json HTTP/1.1,INFO,0
09/May/2025:10:09:40 +0000,192.168.1.106,GET,/backup.zip,403.0,1598.0,"192.168.1.106 - - [09/May/2025:10:09:40 +0000] ""GET /backup.zip HTTP/1.1"" 403 1598",True,GET /backup.zip HTTP/1.1,,GET /backup.zip HTTP/1.1,INFO,1
09/May/2025:10:09:45 +0000,192.168.1.107,GET,/old-site,301.0,180.0,"192.168.1.107 - - [09/May/2025:10:09:45 +0000] ""GET /old-site HTTP/1.1"" 301 180",True,GET /old-site HTTP/1.1,,GET /old-site HTTP/1.1,INFO,0
09/May/2025:10:09:50 +0000,192.168.1.108,GET,/old-page.html,301.0,195.0,"192.168.1.108 - - [09/May/2025:10:09:50 +0000] ""GET /old-page.html HTTP/1.1"" 301 195",True,GET /old-page.html HTTP/1.1,,GET /old-page.html HTTP/1.1,INFO,0
09/May/2025:10:09:55 +0000,192.168.1.109,GET,/temporary-redirect,302.0,0.0,"192.168.1.109 - - [09/May/2025:10:09:55 +0000] ""GET /temporary-redirect HTTP/1.1"" 302 0",True,GET /temporary-redirect HTTP/1.1,,GET /temporary-redirect HTTP/1.1,INFO,0
09/May/2025:10:10:00 +0000,192.168.1.110,POST,/upload,201.0,4567.0,"192.168.1.110 - - [09/May/2025:10:10:00 +0000] ""POST /upload HTTP/1.1"" 201 4567",True,POST /upload HTTP/1.1,,POST /upload HTTP/1.1,INFO,0
09/May/2025:10:10:05 +0000,192.168.1.111,PUT,/api/items/new,201.0,2890.0,"192.168.1.111 - - [09/May/2025:10:10:05 +0000] ""PUT /api/items/new HTTP/1.1"" 201 2890",True,PUT /api/items/new HTTP/1.1,,PUT /api/items/new HTTP/1.1,INFO,0
09/May/2025:10:10:10 +0000,192.168.1.112,DELETE,/api/old/resource,204.0,0.0,"192.168.1.112 - - [09/May/2025:10:10:10 +0000] ""DELETE /api/old/resource HTTP/1.1"" 204 0",True,DELETE /api/old/resource HTTP/1.1,,DELETE /api/old/resource HTTP/1.1,INFO,0
09/May/2025:10:10:15 +0000,192.168.1.113,HEAD,/about.html,200.0,0.0,"192.168.1.113 - - [09/May/2025:10:10:15 +0000] ""HEAD /about.html HTTP/1.1"" 200 0",True,HEAD /about.html HTTP/1.1,,HEAD /about.html HTTP/1.1,INFO,0
09/May/2025:10:10:20 +0000,192.168.1.114,OPTIONS,/api/v1,200.0,123.0,"192.168.1.114 - - [09/May/2025:10:10:20 +0000] ""OPTIONS /api/v1 HTTP/1.1"" 200 123",True,OPTIONS /api/v1 HTTP/1.1,,OPTIONS /api/v1 HTTP/1.1,INFO,0
09/May/2025:10:10:25 +0000,192.168.1.115,TRACE,/index.html,200.0,456.0,"192.168.1.115 - - [09/May/2025:10:10:25 +0000] ""TRACE /index.html HTTP/1.1"" 200 456",True,TRACE /index.html HTTP/1.1,,TRACE /index.html HTTP/1.1,INFO,0
09/May/2025:10:10:30 +0000,192.168.1.116,CONNECT,tunnel.example.com:8080,200.0,0.0,"192.168.1.116 - - [09/May/2025:10:10:30 +0000] ""CONNECT tunnel.example.com:8080 HTTP/1.1"" 200 0",True,CONNECT tunnel.example.com:8080 HTTP/1.1,,CONNECT tunnel.example.com:8080 HTTP/1.1,INFO,0
09/May/2025:10:10:35 +0000,192.168.1.117,PATCH,/api/users/123,200.0,789.0,"192.168.1.117 - - [09/May/2025:10:10:35 +0000] ""PATCH /api/users/123 HTTP/1.1"" 200 789",True,PATCH /api/users/123 HTTP/1.1,,PATCH /api/users/123 HTTP/1.1,INFO,0
09/May/2025:10:10:40 +0000,192.168.1.118,PROPFIND,/webdav/,207.0,321.0,"192.168.1.118 - - [09/May/2025:10:10:40 +0000] ""PROPFIND /webdav/ HTTP/1.1"" 207 321",True,PROPFIND /webdav/ HTTP/1.1,,PROPFIND /webdav/ HTTP/1.1,INFO,0
09/May/2025:10:10:45 +0000,192.168.1.119,PROPPATCH,/webdav/file.txt,207.0,456.0,"192.168.1.119 - - [09/May/2025:10:10:45 +0000] ""PROPPATCH /webdav/file.txt HTTP/1.1"" 207 456",True,PROPPATCH /webdav/file.txt HTTP/1.1,,PROPPATCH /webdav/file.txt HTTP/1.1,INFO,0
09/May/2025:10:10:50 +0000,192.168.1.120,MKCOL,/webdav/newdir/,201.0,0.0,"192.168.1.120 - - [09/May/2025:10:10:50 +0000] ""MKCOL /webdav/newdir/ HTTP/1.1"" 201 0",True,MKCOL /webdav/newdir/ HTTP/1.1,,MKCOL /webdav/newdir/ HTTP/1.1,INFO,0
09/May/2025:10:10:55 +0000,192.168.1.121,COPY,/oldfile.txt,201.0,1234.0,"192.168.1.121 - - [09/May/2025:10:10:55 +0000] ""COPY /oldfile.txt /newfile.txt HTTP/1.1"" 201 1234",True,COPY /oldfile.txt /newfile.txt HTTP/1.1,,COPY /oldfile.txt /newfile.txt HTTP/1.1,INFO,0
09/May/2025:10:11:00 +0000,192.168.1.122,MOVE,/olddir,201.0,0.0,"192.168.1.122 - - [09/May/2025:10:11:00 +0000] ""MOVE /olddir /newdir HTTP/1.1"" 201 0",True,MOVE /olddir /newdir HTTP/1.1,,MOVE /olddir /newdir HTTP/1.1,INFO,0
09/May/2025:10:11:05 +0000,192.168.1.123,LOCK,/file.txt,200.0,56.0,"192.168.1.123 - - [09/May/2025:10:11:05 +0000] ""LOCK /file.txt HTTP/1.1"" 200 56",True,LOCK /file.txt HTTP/1.1,,LOCK /file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:10 +0000,192.168.1.124,UNLOCK,/file.txt,200.0,0.0,"192.168.1.124 - - [09/May/2025:10:11:10 +0000] ""UNLOCK /file.txt HTTP/1.1"" 200 0",True,UNLOCK /file.txt HTTP/1.1,,UNLOCK /file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:15 +0000,192.168.1.125,ACL,/file.txt,200.0,78.0,"192.168.1.125 - - [09/May/2025:10:11:15 +0000] ""ACL /file.txt HTTP/1.1"" 200 78",True,ACL /file.txt HTTP/1.1,,ACL /file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:20 +0000,192.168.1.126,REPORT,/,200.0,90.0,"192.168.1.126 - - [09/May/2025:10:11:20 +0000] ""REPORT / HTTP/1.1"" 200 90",True,REPORT / HTTP/1.1,,REPORT / HTTP/1.1,INFO,0
09/May/2025:10:11:25 +0000,192.168.1.127,VERSION-CONTROL,/,200.0,34.0,"192.168.1.127 - - [09/May/2025:10:11:25 +0000] ""VERSION-CONTROL / HTTP/1.1"" 200 34",True,VERSION-CONTROL / HTTP/1.1,,VERSION-CONTROL / HTTP/1.1,INFO,0
09/May/2025:10:11:30 +0000,192.168.1.128,CHECKIN,/workspace/file.txt,201.0,12.0,"192.168.1.128 - - [09/May/2025:10:11:30 +0000] ""CHECKIN /workspace/file.txt HTTP/1.1"" 201 12",True,CHECKIN /workspace/file.txt HTTP/1.1,,CHECKIN /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:35 +0000,192.168.1.129,CHECKOUT,/workspace/file.txt,200.0,0.0,"192.168.1.129 - - [09/May/2025:10:11:35 +0000] ""CHECKOUT /workspace/file.txt HTTP/1.1"" 200 0",True,CHECKOUT /workspace/file.txt HTTP/1.1,,CHECKOUT /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:40 +0000,192.168.1.130,UNCHECKOUT,/workspace/file.txt,200.0,0.0,"192.168.1.130 - - [09/May/2025:10:11:40 +0000] ""UNCHECKOUT /workspace/file.txt HTTP/1.1"" 200 0",True,UNCHECKOUT /workspace/file.txt HTTP/1.1,,UNCHECKOUT /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:45 +0000,192.168.1.131,UPDATE,/workspace/file.txt,200.0,56.0,"192.168.1.131 - - [09/May/2025:10:11:45 +0000] ""UPDATE /workspace/file.txt HTTP/1.1"" 200 56",True,UPDATE /workspace/file.txt HTTP/1.1,,UPDATE /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:50 +0000,192.168.1.132,LABEL,/workspace/file.txt,200.0,78.0,"192.168.1.132 - - [09/May/2025:10:11:50 +0000] ""LABEL /workspace/file.txt HTTP/1.1"" 200 78",True,LABEL /workspace/file.txt HTTP/1.1,,LABEL /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:11:55 +0000,192.168.1.133,MERGE,/workspace/file.txt,200.0,90.0,"192.168.1.133 - - [09/May/2025:10:11:55 +0000] ""MERGE /workspace/file.txt HTTP/1.1"" 200 90",True,MERGE /workspace/file.txt HTTP/1.1,,MERGE /workspace/file.txt HTTP/1.1,INFO,0
09/May/2025:10:12:00 +0000,192.168.1.134,BASELINE-CONTROL,/,200.0,34.0,"192.168.1.134 - - [09/May/2025:10:12:00 +0000] ""BASELINE-CONTROL / HTTP/1.1"" 200 34",True,BASELINE-CONTROL / HTTP/1.1,,BASELINE-CONTROL / HTTP/1.1,INFO,0
09/May/2025:10:12:05 +0000,192.168.1.135,MKACTIVITY,/activities/,201.0,12.0,"192.168.1.135 - - [09/May/2025:10:12:05 +0000] ""MKACTIVITY /activities/ HTTP/1.1"" 201 12",True,MKACTIVITY /activities/ HTTP/1.1,,MKACTIVITY /activities/ HTTP/1.1,INFO,0
09/May/2025:10:12:10 +0000,192.168.1.136,ORDERPATCH,/collection,200.0,56.0,"192.168.1.136 - - [09/May/2025:10:12:10 +0000] ""ORDERPATCH /collection HTTP/1.1"" 200 56",True,ORDERPATCH /collection HTTP/1.1,,ORDERPATCH /collection HTTP/1.1,INFO,0
09/May/2025:10:12:15 +0000,192.168.1.137,ACL,/collection,200.0,78.0,"192.168.1.137 - - [09/May/2025:10:12:15 +0000] ""ACL /collection HTTP/1.1"" 200 78",True,ACL /collection HTTP/1.1,,ACL /collection HTTP/1.1,INFO,0
09/May/2025:10:12:20 +0000,192.168.1.138,REPORT,/collection,200.0,90.0,"192.168.1.138 - - [09/May/2025:10:12:20 +0000] ""REPORT /collection HTTP/1.1"" 200 90",True,REPORT /collection HTTP/1.1,,REPORT /collection HTTP/1.1,INFO,0
09/May/2025:10:12:25 +0000,192.168.1.139,MKCALENDAR,/calendars/,201.0,34.0,"192.168.1.139 - - [09/May/2025:10:12:25 +0000] ""MKCALENDAR /calendars/ HTTP/1.1"" 201 34",True,MKCALENDAR /calendars/ HTTP/1.1,,MKCALENDAR /calendars/ HTTP/1.1,INFO,0
09/May/2025:10:12:30 +0000,192.168.1.140,PROPFIND,/calendars/user,207.0,12.0,"192.168.1.140 - - [09/May/2025:10:12:30 +0000] ""PROPFIND /calendars/user HTTP/1.1"" 207 12",True,PROPFIND /calendars/user HTTP/1.1,,PROPFIND /calendars/user HTTP/1.1,INFO,0
09/May/2025:10:12:35 +0000,192.168.1.141,PROPPATCH,/calendars/user/event,207.0,56.0,"192.168.1.141 - - [09/May/2025:10:12:35 +0000] ""PROPPATCH /calendars/user/event HTTP/1.1"" 207 56",True,PROPPATCH /calendars/user/event HTTP/1.1,,PROPPATCH /calendars/user/event HTTP/1.1,INFO,0
09/May/2025:10:12:40 +0000,192.168.1.142,MKCOL,/calendars/user/new,201.0,78.0,"192.168.1.142 - - [09/May/2025:10:12:40 +0000] ""MKCOL /calendars/user/new HTTP/1.1"" 201 78",True,MKCOL /calendars/user/new HTTP/1.1,,MKCOL /calendars/user/new HTTP/1.1,INFO,0
09/May/2025:10:12:45 +0000,192.168.1.143,REPORT,/calendars/user,200.0,90.0,"192.168.1.143 - - [09/May/2025:10:12:45 +0000] ""REPORT /calendars/user HTTP/1.1"" 200 90",True,REPORT /calendars/user HTTP/1.1,,REPORT /calendars/user HTTP/1.1,INFO,0
09/May/2025:10:12:50 +0000,192.168.1.144,ACL,/calendars/user,200.0,34.0,"192.168.1.144 - - [09/May/2025:10:12:50 +0000] ""ACL /calendars/user HTTP/1.1"" 200 34",True,ACL /calendars/user HTTP/1.1,,ACL /calendars/user HTTP/1.1,INFO,0
09/May/2025:10:12:55 +0000,192.168.1.145,CALDAV:calendar-query,/calendars/user,200.0,12.0,"192.168.1.145 - - [09/May/2025:10:12:55 +0000] ""CALDAV:calendar-query /calendars/user HTTP/1.1"" 200 12",True,CALDAV:calendar-query /calendars/user HTTP/1.1,,CALDAV:calendar-query /calendars/user HTTP/1.1,INFO,0
09/May/2025:10:13:00 +0000,192.168.1.146,CALDAV:calendar-multiget,/calendars/user,200.0,56.0,"192.168.1.146 - - [09/May/2025:10:13:00 +0000] ""CALDAV:calendar-multiget /calendars/user HTTP/1.1"" 200 56",True,CALDAV:calendar-multiget /calendars/user HTTP/1.1,,CALDAV:calendar-multiget /calendars/user HTTP/1.1,INFO,0
09/May/2025:10:13:05 +0000,192.168.1.147,MKCOL,/principals/,201.0,78.0,"192.168.1.147 - - [09/May/2025:10:13:05 +0000] ""MKCOL /principals/ HTTP/1.1"" 201 78",True,MKCOL /principals/ HTTP/1.1,,MKCOL /principals/ HTTP/1.1,INFO,0
09/May/2025:10:13:10 +0000,192.168.1.148,PROPFIND,/principals/users/,207.0,90.0,"192.168.1.148 - - [09/May/2025:10:13:10 +0000] ""PROPFIND /principals/users/ HTTP/1.1"" 207 90",True,PROPFIND /principals/users/ HTTP/1.1,,PROPFIND /principals/users/ HTTP/1.1,INFO,0
09/May/2025:10:13:15 +0000,192.168.1.149,REPORT,/principals/users/,200.0,34.0,"192.168.1.149 - - [09/May/2025:10:13:15 +0000] ""REPORT /principals/users/ HTTP/1.1"" 200 34",True,REPORT /principals/users/ HTTP/1.1,,REPORT /principals/users/ HTTP/1.1,INFO,0
09/May/2025:10:13:20 +0000,192.168.1.150,ACL,/principals/users/user1,200.0,12.0,"192.168.1.150 - - [09/May/2025:10:13:20 +0000] ""ACL /principals/users/user1 HTTP/1.1"" 200 12",True,ACL /principals/users/user1 HTTP/1.1,,ACL /principals/users/user1 HTTP/1.1,INFO,0
09/May/2025:10:13:25 +0000,192.168.1.151,GET,/~user/,200.0,56.0,"192.168.1.151 - - [09/May/2025:10:13:25 +0000] ""GET /~user/ HTTP/1.1"" 200 56",True,GET /~user/ HTTP/1.1,,GET /~user/ HTTP/1.1,INFO,0
09/May/2025:10:13:30 +0000,192.168.1.152,GET,/~anotheruser/index.html,200.0,78.0,"192.168.1.152 - - [09/May/2025:10:13:30 +0000] ""GET /~anotheruser/index.html HTTP/1.1"" 200 78",True,GET /~anotheruser/index.html HTTP/1.1,,GET /~anotheruser/index.html HTTP/1.1,INFO,0
09/May/2025:10:13:35 +0000,192.168.1.153,GET,/+,404.0,90.0,"192.168.1.153 - - [09/May/2025:10:13:35 +0000] ""GET /+ HTTP/1.1"" 404 90",True,GET /+ HTTP/1.1,,GET /+ HTTP/1.1,INFO,0
09/May/2025:10:13:40 +0000,192.168.1.154,GET,/-/,404.0,34.0,"192.168.1.154 - - [09/May/2025:10:13:40 +0000] ""GET /-/ HTTP/1.1"" 404 34",True,GET /-/ HTTP/1.1,,GET /-/ HTTP/1.1,INFO,0
09/May/2025:10:13:45 +0000,192.168.1.155,GET,/_,404.0,12.0,"192.168.1.155 - - [09/May/2025:10:13:45 +0000] ""GET /_ HTTP/1.1"" 404 12",True,GET /_ HTTP/1.1,,GET /_ HTTP/1.1,INFO,0
09/May/2025:10:13:50 +0000,192.168.1.156,GET,/%20,404.0,56.0,"192.168.1.156 - - [09/May/2025:10:13:50 +0000] ""GET /%20 HTTP/1.1"" 404 56",True,GET /%20 HTTP/1.1,,GET /%20 HTTP/1.1,INFO,0
09/May/2025:10:13:55 +0000,192.168.1.157,GET,/%2E/,404.0,78.0,"192.168.1.157 - - [09/May/2025:10:13:55 +0000] ""GET /%2E/ HTTP/1.1"" 404 78",True,GET /%2E/ HTTP/1.1,,GET /%2E/ HTTP/1.1,INFO,0
09/May/2025:10:14:00 +0000,192.168.1.158,GET,/%2E%2E/,403.0,90.0,"192.168.1.158 - - [09/May/2025:10:14:00 +0000] ""GET /%2E%2E/ HTTP/1.1"" 403 90",True,GET /%2E%2E/ HTTP/1.1,,GET /%2E%2E/ HTTP/1.1,INFO,1
09/May/2025:10:14:05 +0000,192.168.1.159,GET,/../../,403.0,34.0,"192.168.1.159 - - [09/May/2025:10:14:05 +0000] ""GET /../../ HTTP/1.1"" 403 34",True,GET /../../ HTTP/1.1,,GET /../../ HTTP/1.1,INFO,1
09/May/2025:10:14:10 +0000,192.168.1.160,GET,/././,200.0,123.0,"192.168.1.160 - - [09/May/2025:10:14:10 +0000] ""GET /././ HTTP/1.1"" 200 123",True,GET /././ HTTP/1.1,,GET /././ HTTP/1.1,INFO,0
09/May/2025:10:14:15 +0000,192.168.1.161,GET,//,404.0,456.0,"192.168.1.161 - - [09/May/2025:10:14:15 +0000] ""GET // HTTP/1.1"" 404 456",True,GET // HTTP/1.1,,GET // HTTP/1.1,INFO,0
09/May/2025:10:14:20 +0000,192.168.1.162,GET,///,404.0,789.0,"192.168.1.162 - - [09/May/2025:10:14:20 +0000] ""GET /// HTTP/1.1"" 404 789",True,GET /// HTTP/1.1,,GET /// HTTP/1.1,INFO,0
09/May/2025:10:14:25 +0000,192.168.1.163,GET,/?,200.0,321.0,"192.168.1.163 - - [09/May/2025:10:14:25 +0000] ""GET /? HTTP/1.1"" 200 321",True,GET /? HTTP/1.1,,GET /? HTTP/1.1,INFO,0
09/May/2025:10:14:30 +0000,192.168.1.164,GET,/#fragment,200.0,654.0,"192.168.1.164 - - [09/May/2025:10:14:30 +0000] ""GET /#fragment HTTP/1.1"" 200 654",True,GET /#fragment HTTP/1.1,,GET /#fragment HTTP/1.1,INFO,0
09/May/2025:10:14:35 +0000,192.168.1.165,GET,/index.html?param=value,200.0,987.0,"192.168.1.165 - - [09/May/2025:10:14:35 +0000] ""GET /index.html?param=value HTTP/1.1"" 200 987",True,GET /index.html?param=value HTTP/1.1,,GET /index.html?param=value HTTP/1.1,INFO,0
09/May/2025:10:14:40 +0000,192.168.1.166,GET,/search?q=test&page=2,200.0,1234.0,"192.168.1.166 - - [09/May/2025:10:14:40 +0000] ""GET /search?q=test&page=2 HTTP/1.1"" 200 1234",True,GET /search?q=test&page=2 HTTP/1.1,,GET /search?q=test&page=2 HTTP/1.1,INFO,0
09/May/2025:10:14:45 +0000,192.168.1.167,POST,/api/endpoint,200.0,5678.0,"192.168.1.167 - - [09/May/2025:10:14:45 +0000] ""POST /api/endpoint HTTP/1.1"" 200 5678",True,POST /api/endpoint HTTP/1.1,,POST /api/endpoint HTTP/1.1,INFO,0
09/May/2025:10:14:50 +0000,192.168.1.168,PUT,/api/resource/1,200.0,9012.0,"192.168.1.168 - - [09/May/2025:10:14:50 +0000] ""PUT /api/resource/1 HTTP/1.1"" 200 9012",True,PUT /api/resource/1 HTTP/1.1,,PUT /api/resource/1 HTTP/1.1,INFO,0
09/May/2025:10:14:55 +0000,192.168.1.169,DELETE,/api/items/abc,204.0,0.0,"192.168.1.169 - - [09/May/2025:10:14:55 +0000] ""DELETE /api/items/abc HTTP/1.1"" 204 0",True,DELETE /api/items/abc HTTP/1.1,,DELETE /api/items/abc HTTP/1.1,INFO,0
09/May/2025:10:15:00 +0000,192.168.1.170,GET,/admin/,302.0,0.0,"192.168.1.170 - - [09/May/2025:10:15:00 +0000] ""GET /admin/ HTTP/1.1"" 302 0",True,GET /admin/ HTTP/1.1,,GET /admin/ HTTP/1.1,INFO,0
09/May/2025:10:15:05 +0000,192.168.1.171,GET,/admin/config,403.0,345.0,"192.168.1.171 - - [09/May/2025:10:15:05 +0000] ""GET /admin/config HTTP/1.1"" 403 345",True,GET /admin/config HTTP/1.1,,GET /admin/config HTTP/1.1,INFO,1
09/May/2025:10:15:10 +0000,192.168.1.172,POST,/admin/settings,200.0,678.0,"192.168.1.172 - - [09/May/2025:10:15:10 +0000] ""POST /admin/settings HTTP/1.1"" 200 678",True,POST /admin/settings HTTP/1.1,,POST /admin/settings HTTP/1.1,INFO,0
09/May/2025:10:15:15 +0000,192.168.1.173,GET,/restricted/data,401.0,123.0,"192.168.1.173 - - [09/May/2025:10:15:15 +0000] ""GET /restricted/data HTTP/1.1"" 401 123",True,GET /restricted/data HTTP/1.1,,GET /restricted/data HTTP/1.1,INFO,1
09/May/2025:10:15:20 +0000,192.168.1.174,GET,/missing.html,404.0,456.0,"192.168.1.174 - - [09/May/2025:10:15:20 +0000] ""GET /missing.html HTTP/1.1"" 404 456",True,GET /missing.html HTTP/1.1,,GET /missing.html HTTP/1.1,INFO,0
09/May/2025:10:15:25 +0000,192.168.1.175,GET,/internal-error,500.0,789.0,"192.168.1.175 - - [09/May/2025:10:15:25 +0000] ""GET /internal-error HTTP/1.1"" 500 789",True,GET /internal-error HTTP/1.1,,GET /internal-error HTTP/1.1,INFO,1
,,,,,,"192.168.1.176 - - [09/May/2025:10:15:30 +0000] ""GET / HTTP/1.1"" 304 -",False,,,,INFO,0
09/May/2025:10:15:35 +0000,192.168.1.177,HEAD,/style.css,200.0,0.0,"192.168.1.177 - - [09/May/2025:10:15:35 +0000] ""HEAD /style.css HTTP/1.1"" 200 0",True,HEAD /style.css HTTP/1.1,,HEAD /style.css HTTP/1.1,INFO,0
09/May/2025:10:15:40 +0000,192.168.1.178,OPTIONS,/api/v2,200.0,123.0,"192.168.1.178 - - [09/May/2025:10:15:40 +0000] ""OPTIONS /api/v2 HTTP/1.1"" 200 123",True,OPTIONS /api/v2 HTTP/1.1,,OPTIONS /api/v2 HTTP/1.1,INFO,0
09/May/2025:10:15:45 +0000,192.168.1.179,TRACE,/script.js,200.0,456.0,"192.168.1.179 - - [09/May/2025:10:15:45 +0000] ""TRACE /script.js HTTP/1.1"" 200 456",True,TRACE /script.js HTTP/1.1,,TRACE /script.js HTTP/1.1,INFO,0
09/May/2025:10:15:50 +0000,192.168.1.180,CONNECT,proxy.example.com:3128,200.0,0.0,"192.168.1.180 - - [09/May/2025:10:15:50 +0000] ""CONNECT proxy.example.com:3128 HTTP/1.1"" 200 0",True,CONNECT proxy.example.com:3128 HTTP/1.1,,CONNECT proxy.example.com:3128 HTTP/1.1,INFO,0
09/May/2025:10:15:55 +0000,192.168.1.181,PATCH,/api/items/xyz,200.0,789.0,"192.168.1.181 - - [09/May/2025:10:15:55 +0000] ""PATCH /api/items/xyz HTTP/1.1"" 200 789",True,PATCH /api/items/xyz HTTP/1.1,,PATCH /api/items/xyz HTTP/1.1,INFO,0
09/May/2025:10:16:00 +0000,192.168.1.182,PROPFIND,/remote/,207.0,321.0,"192.168.1.182 - - [09/May/2025:10:16:00 +0000] ""PROPFIND /remote/ HTTP/1.1"" 207 321",True,PROPFIND /remote/ HTTP/1.1,,PROPFIND /remote/ HTTP/1.1,INFO,0
09/May/2025:10:16:05 +0000,192.168.1.183,GET,/image.gif,200.0,3456.0,"192.168.1.183 - - [09/May/2025:10:16:05 +0000] ""GET /image.gif HTTP/1.1"" 200 3456",True,GET /image.gif HTTP/1.1,,GET /image.gif HTTP/1.1,INFO,0
